	compound	negative	neutral	org	positive	text	tweets_ago
338	0.3818	0.0	0.86	FoxNews	0.14	On @WattersWorld, @PressSec Sarah Sanders slammed former President @BarackObama for taking credit for the economy u… https://t.co/fYNHug8kf5	39
339	-0.128	0.203	0.629	FoxNews	0.168	Watch: Palestinian stabs Israeli security guard in Jerusalem https://t.co/ker49EDaoa #FoxNewsWorld https://t.co/yVFS9DLhWW	40
340	0.0	0.0	1.0	FoxNews	0.0	Three members of the San Francisco @49ers kneel during the national anthem before their game against the… https://t.co/QZorKyM2jj	41
341	0.5267	0.0	0.812	FoxNews	0.188	"@GOPLeader: ""I have never watched a President so engaged... He wants to keep his promise to create more jobs and ma… https://t.co/1JcTSYIigS"	42
342	-0.9231	0.451	0.549	FoxNews	0.0	Israel is 'terrorist state' that 'kills children,' Turkish president says, as violence flares in Lebanon after Trum… https://t.co/XfuD9pQOgy	43
343	0.0	0.0	1.0	FoxNews	0.0	Firefighters dealing with major new flare up of wildfires in Southern California; @WillCarrFNC reports. https://t.co/oh5SGMNpeN	44
344	0.6808	0.0	0.752	FoxNews	0.248	"Mike Eruzione, 1980 U.S. Men's Hockey Captain: ""[@POTUS] is somebody that you should respect. Whether you agree or… https://t.co/SDek2A5HaB"	45
345	0.4767	0.0	0.829	FoxNews	0.171	"On ""FOX &amp; Friends Weekend,"" Deneen Borelli slammed the divisive politics of the left. https://t.co/uHWE6fZ3hk https://t.co/weoQ3smSch"	46
346	0.0	0.0	1.0	FoxNews	0.0	On Twitter, President @realDonaldTrump slammed sanctuary city policies, directly invoking those Americans who have… https://t.co/hTif1a73yd	47
347	-0.5106	0.268	0.732	FoxNews	0.0	Chelsea Handler retweet of Sarah Sanders parody sparks outrage https://t.co/3SemuqI9Dp	48
348	0.0	0.0	1.0	FoxNews	0.0	Presidents @BillClinton, George W. Bush, and @BarackObama all declared Jerusalem the capital of Israel. https://t.co/gLsfjiI7Vn	49
349	0.6369	0.0	0.826	FoxNews	0.174	"In his speech at the opening of the Mississippi Civil Rights Museum, @POTUS called for ""a future of freedom, equali… https://t.co/BXYHuR4dV2"	50
350	0.3182	0.182	0.594	FoxNews	0.224	".@Varneyco: ""1. We've got the best growth rate in a decade. 2. We have the lowest unemployment in 17 years. 3. Yest… https://t.co/LrcoNBhxGs"	51
351	0.3612	0.0	0.889	FoxNews	0.111	Catholic priest tells black family he was 'blinded by hate,' apologizes for burning cross 40 years ago on their lawn https://t.co/Iz7ZieZxjD	52
352	0.3612	0.0	0.828	FoxNews	0.172	On @WattersWorld, @PressSec gave her take on anti-@POTUS athletes like Lindsey Vonn. https://t.co/OoqT2BNQmT	53
353	-0.3182	0.248	0.588	FoxNews	0.163	Armie Hammer apologizes for comments about Casey Affleck, sexual assault https://t.co/j7enLemgu3	54
354	-0.8555	0.457	0.543	FoxNews	0.0	Teacher brutally murdered while moonlighting at Hawaii vacation home, police say https://t.co/aFoxQ2Upuy	55
355	0.0	0.0	1.0	FoxNews	0.0	".@FordhamNYC College Republicans Kicked Out of Campus Coffee Shop Because...
https://t.co/nu7z9scKTb"	56
356	-0.34	0.179	0.821	FoxNews	0.0	'@NancyPelosi Is a Stooge': @David_Bossie Reacts After House Minority Leader Criticizes @POTUS https://t.co/mIR88peLdE	57
357	0.0	0.0	1.0	FoxNews	0.0	#ALSen Poll Average: Moore leads Jones 49.1% to 45.3%. https://t.co/ljlDTNVNVK	58
358	0.0	0.0	1.0	FoxNews	0.0	Dow milestones. https://t.co/4Ml4RoX4ML	59
359	-0.6908	0.281	0.719	FoxNews	0.0	MS-13 foiled in attempt to kidnap, kill teen boy on Long Island https://t.co/8pGT2yEn6W	60
360	0.0	0.0	1.0	FoxNews	0.0	TONIGHT: Brian @Kilmeade Goes Inside the Life and Legacy of Andrew Jackson - Tune in at 8p &amp; 11p ET on Fox News Cha… https://t.co/viEuzHz7SB	61
361	-0.4023	0.119	0.881	FoxNews	0.0	".@DiamondandSilk: ""We don't trust the media. We know that they're trying to feed us a narrative so that they can wi… https://t.co/hQElcKLzEk"	62
362	0.0	0.0	1.0	FoxNews	0.0	TONIGHT on @NextRevFNC, @SteveHiltonx talks to @TomiLahren - Tune in at 9p ET on Fox News Channel! https://t.co/frMeFsFfGZ	63
363	0.5267	0.0	0.848	FoxNews	0.152	".@JudgeJeanine: ""There is a cleansing needed in our FBI and Department of Justice. It needs to be cleansed of indiv… https://t.co/GG77wEoFyO"	64
364	0.4019	0.0	0.856	FoxNews	0.144	"On ""Sunday Morning Futures,"" @RepPeteKing pushed back on those claiming @DonaldJTrumpJr engaged in collusion with R… https://t.co/C9R03raBk1"	65
365	0.0	0.0	1.0	FoxNews	0.0	".@GovMikeHuckabee: ""[The mainstream media is] delegitimizing the institution of journalism."" https://t.co/7XVBbEroqX"	66
366	0.5859	0.0	0.743	FoxNews	0.257	".@MichelleMalkin on #AlSen: ""Roy Moore is going to win that election."" https://t.co/NVbLQeTYfJ"	67
367	-0.4754	0.192	0.735	FoxNews	0.073	";.@TroyWerden: ""@UCBerkeley is the number one most dangerous campus for conservative students to attend."" https://t.co/hv3UEJKZDh"	68
368	-0.1566	0.165	0.653	FoxNews	0.182	".@MZHemingway: ""It's really important to hold sexual harassers accountable. It's also important that we don't go ov… https://t.co/Dir1wsre6d"	69
369	0.5106	0.0	0.732	FoxNews	0.268	High School Conservatives Sue School District Over Free Speech https://t.co/mU6y9warLK	70
370	-0.7096	0.396	0.604	FoxNews	0.0	Lindsey Vonn suffers back injury in World Cup race https://t.co/oiw2dgyoL6 https://t.co/j0zk54mTEM	71
371	-0.0772	0.213	0.584	FoxNews	0.203	.@toddstarnes: Liberals attack doughnut shop's good deed -- What in the sweet name of Santa Claus is wrong with the… https://t.co/wI55FC4yo8	72
372	-0.7096	0.424	0.576	FoxNews	0.0	Lindsey Vonn suffers back injury in World Cup race https://t.co/3Rl7D7NO0R	73
373	0.5267	0.0	0.825	FoxNews	0.175	".@JesseBWatters: ""The @FBI, the Department of Justice, and Robert Mueller's crew investigating the Trump campaign h… https://t.co/I22tREZtAP"	74
374	0.743	0.0	0.73	FoxNews	0.27	".@CLewandowski_: ""This is what America loves - [@POTUS] is bold, he is brash, and he is getting things done."" https://t.co/MulBv8bdM3"	75
375	0.0	0.0	1.0	FoxNews	0.0	RT @EricShawnTV: I anchor at 12 Noon ET @FoxNews: Reports say there could be up to 30 more members of #Congress implicated in sexual harass…	76
376	0.0	0.0	1.0	FoxNews	0.0	".@GovMikeHuckabee: ""[@ChelseaHandler's] called a late night host. I think it's so late now that she's not on anymor… https://t.co/DGJJEh0NOB"	77
377	-0.5106	0.381	0.619	FoxNews	0.0	Kim Jong Un's bizarre North Korea propaganda photos https://t.co/AOIIIC37BW	78
378	0.0772	0.0	0.92	FoxNews	0.08	".@HeyTammyBruce: ""Since [@POTUS] was elected, 2.2 million jobs were created... We want that to continue."" https://t.co/lXenBdiS6X"	79
379	0.0	0.0	1.0	FoxNews	0.0	".@CLewandowski_: ""@alfranken was groping women while they were asleep. He thought it was a game."" #MediaBuzz https://t.co/OSJjVVQMK4"	80
380	-0.4588	0.176	0.824	FoxNews	0.0	On @ffweekend, @GovMikeHuckabee responded to @ChelseaHandler, who tweeted a vulgar video that mocks @PressSec's wei… https://t.co/MqWhQpH1CV	81
381	0.5994	0.0	0.786	FoxNews	0.214	".@PressSec: ""It's laughable that President Obama thinks he has anything to do with the success of where the economy… https://t.co/6eLWeUczNC"	82
382	0.0	0.0	1.0	FoxNews	0.0	".@PeterRoskam: ""We've got to figure out how to give more middle income tax relief."" #SundayFutures @MariaBartiromo https://t.co/5adGBAmF39"	83
383	0.5267	0.0	0.779	FoxNews	0.221	".@EdRollins on #ALSen: ""I think Moore ends up winning it."" #SundayFutures @MariaBartiromo https://t.co/dhmHHIPSJF"	84
384	0.0	0.0	1.0	FoxNews	0.0	".@RepPeteKing: ""I was at the interview with @DonaldJTrumpJr... Nobody listening to that interview can come out of t… https://t.co/dsDHhE4we5"	85
385	0.0	0.0	1.0	FoxNews	0.0	".@PeterRoskam: ""We've got to figure out how to give more middle income tax relief."" #SundayFutures @MariaBartiromo https://t.co/c9dsWzjiAY"	86
386	-0.1531	0.082	0.918	FoxNews	0.0	".@MariaBartiromo: ""What do you do about a politicization of the @FBI?""

Former AG Mukasey: ""You expose it and stop… https://t.co/mn0eKYeuXU"	87
387	0.0	0.0	1.0	FoxNews	0.0	".@RepPeteKing: ""Once the collusion issue is out of the way, we can really focus on everything that happened in the… https://t.co/3vIrgPSbtp"	88
388	0.0	0.0	1.0	FoxNews	0.0	".@RepPeteKing: ""I was at the interview with @DonaldJTrumpJr... Nobody listening to that interview can come out of t… https://t.co/1HYGBvdzjF"	89
389	0.0	0.0	1.0	FoxNews	0.0	".@MariaBartiromo: ""Everybody knows if there was any collusion between @realDonaldTrump and the Russians, it would'v… https://t.co/fyzK0QpFCT"	90
390	-0.0772	0.162	0.707	FoxNews	0.131	Pennsylvania Dem linked to gambling ring awaits sentencing https://t.co/Zw6bSO0BFM	91
391	-0.8074	0.422	0.578	FoxNews	0.0	California wildfires kill at least 1 as high winds threaten more outbreaks https://t.co/9rLHJ0OZFP	92
392	0.5267	0.0	0.812	FoxNews	0.188	".@GOPLeader: ""I have never watched a President so engaged... He wants to keep his promise to create more jobs and m… https://t.co/HvahoNWxBs"	93
393	-0.1531	0.082	0.918	FoxNews	0.0	".@MariaBartiromo: ""What do you do about a politicization of the @FBI?""

Former AG Mukasey: ""You expose it and stop… https://t.co/Js0VVoJjRZ"	94
394	0.5267	0.0	0.812	FoxNews	0.188	".@GOPLeader: ""I have never watched a President so engaged... He wants to keep his promise to create more jobs and m… https://t.co/GAbCk5ttfB"	95
395	0.3818	0.0	0.86	FoxNews	0.14	On @WattersWorld, @PressSec Sarah Sanders slammed former President @BarackObama for taking credit for the economy u… https://t.co/cxsBP2JQ0v	96
396	0.1027	0.073	0.833	FoxNews	0.094	".@GOPLeader: ""The top 10 percent make $133,000 and higher in this country... Those individuals currently pay $2.54… https://t.co/5tALYk3npv"	97
397	-0.7707	0.352	0.648	FoxNews	0.0	".@GOPLeader: ""We cannot solve this debt problem without growing the economy and that's why we wrote a tax plan that… https://t.co/j01LOBYjZA"	98
398	0.4939	0.0	0.833	FoxNews	0.167	".@GOPLeader: ""The House and Senate have 2 different bills. Structurally they're pretty similar. They're going to wo… https://t.co/HeEKHYlI1y"	99
399	0.836	0.0	0.736	FoxNews	0.264	RT @FoxNewsSunday: .@nikkihaley on if she would take the Secretary of State job if offered: I would not take it, I am perfectly happy in Ne…	100
400	0.2023	0.0	0.795	nytimes	0.205	The week’s top stories, and a look ahead https://t.co/zoAsvlH7W5	1
401	0.0	0.0	1.0	nytimes	0.0	RT @danielle_ivory: NEW: Confidential internal EPA documents obtained by the @nytimes show that a slowdown of enforcement coincides with po…	2
402	0.6369	0.0	0.811	nytimes	0.189	"RT @nytimesbooks: Did you love ""Brown Girl Dreaming""? @JackieWoodson will publish 2 new books for young readers next year. https://t.co/9jj…"	3
403	0.0498	0.151	0.69	nytimes	0.159	"Watching the ""Me, Too"" campaign, some particularly courageous Afghan women are more willing to talk about assaults https://t.co/Ws52CUJm2o"	4
404	-0.5574	0.284	0.606	nytimes	0.11	He's 22, she's 81, and their friendship is melting hearts. A forgotten war orphan. The weird pot scene in L.A. https://t.co/epDpoj7vEX	5
405	0.6652	0.14	0.613	nytimes	0.247	The risk can’t be ignored but isn’t as great as it may seem from a recent study https://t.co/M0Gfsl6tft	6
406	-0.296	0.099	0.901	nytimes	0.0	The American ambassador to the UN said that the women who have accused Trump of sexual misconduct “should be heard” https://t.co/eN6Wg9hVRo	7
407	-0.4939	0.208	0.792	nytimes	0.0	“There is no place for anti-Semitism in our Swedish society. The perpetrators will answer for their crimes.” https://t.co/4MdjtivD9Z	8
408	0.0	0.0	1.0	nytimes	0.0	Pick up the phone rather than relying on apps https://t.co/j2WY3UJNOs	9
409	0.0	0.0	1.0	nytimes	0.0	The map was expected to sell for over $1 million but was withdrawn from a Christie's sale https://t.co/yfDF7nfIXE	10
410	0.0	0.0	1.0	nytimes	0.0	Who are Rey's parents? The internet has theories. https://t.co/YnIOnS6jJX https://t.co/U4qIOOS7Rt	11
411	0.4215	0.0	0.877	nytimes	0.123	Watch: Ashley Iorio and David Sands met at the United States Naval Academy and were wed on Veterans Day #Daily360… https://t.co/zsM8BN4HxV	12
412	0.0	0.0	1.0	nytimes	0.0	In an improbable turn of events, the sound of silence went viral https://t.co/oLYdOmma20	13
413	0.0	0.0	1.0	nytimes	0.0	How to know if an app is appropriate for children, or even educational https://t.co/4LqtR4iPFg	14
414	0.5106	0.0	0.751	nytimes	0.249	At center stage of what looked like a Nine Inch Nails concert was Taylor Swift https://t.co/ByBFKKZWg1	15
415	0.4019	0.0	0.863	nytimes	0.137	Senator Richard Shelby, a fixture of Republican politics in Alabama, said on national television that the party cou… https://t.co/zJePeEuBgO	16
416	0.3818	0.153	0.597	nytimes	0.25	Opinion: It's been brutal for anyone who believes America’s public lands are best left in their natural state https://t.co/LzyFFs4u9h	17
417	0.3612	0.163	0.571	nytimes	0.265	We’re interested in hearing from parents whose children faced a serious illness. We invite you to share your experi… https://t.co/U9UaNOtkNf	18
418	0.0	0.0	1.0	nytimes	0.0	"“They gave me 50/50, but we’ve changed it to 51/49, so that I have the upper hand."" https://t.co/WpJn4eejKV https://t.co/VZqrtaXUDY"	19
419	-0.743	0.344	0.656	nytimes	0.0	President Trump called for a Washington Post reporter to be fired over a misleading tweet https://t.co/60rquXrO18	20
420	-0.2263	0.106	0.894	nytimes	0.0	Thousands of protesters chanted slogans against Trump’s decision to recognize Jerusalem as the capital of Israel https://t.co/icMzSfgJ0k	21
421	0.6249	0.0	0.746	nytimes	0.254	Rising incomes allow China’s retirees to enjoy a retirement that would have been unthinkable for their parents https://t.co/w4gBshsfmM	22
422	0.0	0.0	1.0	nytimes	0.0	RT @EricLiptonNYT: There's widespread evidence that the Trump admin has been rolling back federal regulations. How about enforcement target…	23
423	-0.3382	0.333	0.455	nytimes	0.212	@lucasgrindley We lost that challenge. Sorry about the error. Thanks for catching it! https://t.co/sZeNajXoe4	24
424	-0.7506	0.368	0.632	nytimes	0.0	The EPA under President Trump has slowed down efforts to punish polluters https://t.co/R1s7qP5oTR	25
425	-0.1007	0.265	0.556	nytimes	0.179	@AnonyMs_One Thanks for alerting us to the error. Sorry about that! https://t.co/sZeNajXoe4	26
426	0.8555	0.0	0.625	nytimes	0.375	"Modern Love: What 9 years of therapy and ""open"" Scrabble taught her about love https://t.co/qAJC03ajuk (Correction:… https://t.co/SepmMvhYqT"	27
427	-0.5423	0.239	0.697	nytimes	0.065	Max Clifford was serving an 8-year sentence for sexual offenses against victims as young as 15 https://t.co/XqLWWte10z	28
428	0.0	0.0	1.0	nytimes	0.0	Your cat tattoo can have your actual cat in it https://t.co/4pxWo0GJ4F	29
429	0.0	0.0	1.0	nytimes	0.0	We interviewed members of 7 families who have spoken to parents, grandparents, sons or daughters about sexual assau… https://t.co/RGe2KNXXEI	30
430	0.1298	0.0	0.939	nytimes	0.061	In most places, a dollar is a dollar. But in the tax plan, the amount you make may be less important than how you m… https://t.co/Zx7pr7K69P	31
431	0.6486	0.0	0.725	nytimes	0.275	Ojai is a picturesque town known for healthy, spiritual living. The California fires have disrupted that. https://t.co/bPYRgMz3es	32
432	0.4404	0.0	0.868	nytimes	0.132	Some consumers are finding they can get a better deal on prescription drugs by leaving their insurance cards at home https://t.co/qK3Wrewxyp	33
433	0.0	0.0	1.0	nytimes	0.0	The Stone: For Veterans, a Path to Healing ‘Moral Injury’ https://t.co/69S0AXL1cF	34
434	0.5106	0.102	0.667	nytimes	0.231	Trump sees the presidency as a prize he must fight to protect every waking moment, and Twitter is his Excalibur… https://t.co/6aEvx25mLU	35
435	0.0	0.0	1.0	nytimes	0.0	Jerusalem is not just its postcard vistas. The day-in, day-out friction can be draining. https://t.co/kQqIbm7cqC	36
436	0.2584	0.0	0.903	nytimes	0.097	"“Please do not shoot me"": Newly released body camera footage shows a police officer shooting an unarmed man in Ariz… https://t.co/gN14S1iQu1"	37
437	-0.2263	0.16	0.84	nytimes	0.0	Protests in Lebanon Near U.S. Embassy After Trump’s Jerusalem Decision https://t.co/rhTl1as2l0	38
438	0.0	0.0	1.0	nytimes	0.0	92 Somali citizens were flown out of the U.S. under orders of deportation, but their plane never made it to Somalia https://t.co/o0dc6Jm9A2	39
439	-0.3182	0.113	0.887	nytimes	0.0	What Trump’s decision to recognize Jerusalem as Israel’s capital means for the city, the conflict and the world https://t.co/TMzXarFvfL	40
440	0.5574	0.0	0.714	nytimes	0.286	Janet Yellen Didn’t Set Out to Be a Feminist Hero https://t.co/ZBBXFKq6qG	41
441	0.0	0.0	1.0	nytimes	0.0	How Luke Bryan and Blake Shelton, 2 of Nashville’s biggest stars, are adapting to country’s new ways https://t.co/v9ZM6v9Rqr	42
442	-0.2263	0.242	0.605	nytimes	0.153	She survived a brain tumor at age 4. It was just the start of her fight. https://t.co/JmOzuWU2wz	43
443	0.4767	0.0	0.78	nytimes	0.22	A new way of measuring school performance turns up some unexpected winners https://t.co/gU9YlIGWja	44
444	0.0	0.0	1.0	nytimes	0.0	The Power of Touch, Especially for Men https://t.co/ZM0Vsniy2Z	45
445	-0.296	0.199	0.663	nytimes	0.138	After the death of a young son, can a long road trip help a family to heal? https://t.co/PqFvd8sU6r	46
446	0.0	0.0	1.0	nytimes	0.0	"Tens of thousands of people said goodbye and ""Merci, Johnny"" to the French rocker Johnny Hallyday in Paris https://t.co/NIAg0tdWJa"	47
447	-0.5423	0.28	0.72	nytimes	0.0	‘S.N.L.,’ Santa and James Franco Relentlessly Tackle Sexual Harassment https://t.co/kgdLeYncPO	48
448	0.0	0.0	1.0	nytimes	0.0	"""To me, the college send-off was not a blues for Chloe. It was a celebration."" https://t.co/btkS6LZCJt"	49
449	-0.5972	0.246	0.754	nytimes	0.0	He defected from North Korea more than 3 decades ago. So why won't the South accept him? https://t.co/ojIaNT0KB1	50
450	0.7351	0.0	0.733	nytimes	0.267	"Ruby Rose has a whole closet dedicated to skin and hair care. ""I consider this all self-care,"" she said. https://t.co/mGUBF2B6h9"	51
451	0.0772	0.0	0.909	nytimes	0.091	Actually, you do want to know how this sausage gets made https://t.co/SDmBZBmDkJ via @NYTScience	52
452	0.4404	0.0	0.707	nytimes	0.293	8 ways to have a better relationship in 2018 https://t.co/VlRuKBEKvC	53
453	0.0	0.0	1.0	nytimes	0.0	An algorithm analyzed 52 million dolphin clicks. It found 7 distinct types of sounds. https://t.co/noyluyBGrH	54
454	-0.5106	0.202	0.798	nytimes	0.0	Older Venezuelans who have migrated say that arguably the biggest hardship is starting over in their sunset years https://t.co/Z9RfqIqtuH	55
455	0.0	0.0	1.0	nytimes	0.0	How to use an Instant Pot https://t.co/1nJIGi8N8Y https://t.co/C2Ic2vzmmg	56
456	0.0	0.0	1.0	nytimes	0.0	Macron Steps Into Middle East Role as U.S. Retreats https://t.co/mSiyzgup8j	57
457	0.0	0.0	1.0	nytimes	0.0	These almond cookies need just 4 ingredients https://t.co/WxR0qJfsHF	58
458	0.0	0.0	1.0	nytimes	0.0	It has been several generations since Haiti was a major tourist destination, but it may become one again https://t.co/JpUVdMThi8	59
459	0.8225	0.0	0.677	nytimes	0.323	Many athletes have been told that smiling while sweating will make our efforts feel easier. But is it actually true? https://t.co/i9wPDL8lm8	60
460	0.6369	0.0	0.588	nytimes	0.412	The best TV shows of 2017 https://t.co/b6UzsqJTb8	61
461	-0.25	0.087	0.913	nytimes	0.0	Trump reduced the size of 2 monuments this week and plans for many others are unclear. We explored a few of those p… https://t.co/lXFtPoN4kO	62
462	0.2023	0.0	0.909	nytimes	0.091	Here's how to get your body and mind in top shape in 2018, whatever that means for you https://t.co/xcs0zL1z12	63
463	0.6369	0.0	0.826	nytimes	0.174	"Maybe your love of “Star Wars” runs deep. Maybe you're a newbie. We catch you up ahead of ""The Last Jedi.""… https://t.co/tJHSnELSGV"	64
464	0.0	0.0	1.0	nytimes	0.0	26 casseroles for cold nights https://t.co/K2t598jCUP https://t.co/q5OEUXrScn	65
465	0.3818	0.0	0.867	nytimes	0.133	In “Home,” an entire house is custom built, room by room, on stage before your astonished eyes https://t.co/XpinY2NTHL	66
466	0.4939	0.0	0.849	nytimes	0.151	Here’s how to become part of the small group of people that successfully achieve their New Year's resolution https://t.co/oBxWcJxlTM	67
467	0.8481	0.0	0.685	nytimes	0.315	Come what may March 4, the night of the Academy Awards, Jordan Peele can take comfort in knowing that he already won https://t.co/O4qbsj7ES8	68
468	0.34	0.0	0.888	nytimes	0.112	Permits to hunt bighorn sheep are auctioned for hundreds of thousands of dollars. That money has helped revive shee… https://t.co/ZEn0lB4s4S	69
469	-0.3818	0.12	0.88	nytimes	0.0	For other presidents, every day is a test of how to be a leader. For Trump, it is a battle for self-preservation. https://t.co/h9vM7JniGT	70
470	0.0	0.0	1.0	nytimes	0.0	Heisman Trophy Goes to Baker Mayfield, Explosive Oklahoma Quarterback https://t.co/rSRFbYIURB	71
471	0.3182	0.0	0.887	nytimes	0.113	Remember Emma Stone’s cringe-worthy one-woman show in “La La Land”? With a wig and a wink, these guys sure do. https://t.co/oLlFzwiROf	72
472	0.0	0.0	1.0	nytimes	0.0	Do not microwave an egg. https://t.co/yeALzNGtnc	73
473	0.0	0.0	1.0	nytimes	0.0	“You hit a patch of ice on a turn, that’s it,” said one AAA official. https://t.co/1zyynodghf	74
474	0.2732	0.0	0.87	nytimes	0.13	On Washington: How Arctic Drilling, Stymied for Decades, Made Surprise Return in Tax Bill https://t.co/VI6u4ctFHB	75
475	-0.7269	0.404	0.596	nytimes	0.0	In Indonesia, Women Begin to Fight ‘Epidemic’ of Street Harassment https://t.co/ZpTA0g1yXx	76
476	0.0	0.0	1.0	nytimes	0.0	The 4th largest planetarium in the world is opening in Jersey City https://t.co/wnQO2hdsrW	77
477	0.0	0.0	1.0	nytimes	0.0	29,000 square feet. 400 employees. Hundreds of coffee drinkers. A look inside the largest Starbucks in the world: https://t.co/NQEkAJ3nNl	78
478	0.0	0.0	1.0	nytimes	0.0	Op-Ed Columnist: Roadkill on Capitol Hill https://t.co/pjh1qJclyf	79
479	0.0	0.0	1.0	nytimes	0.0	Screens (and Titles) Full of ‘Wonder’ https://t.co/rnvnRzHVuG	80
480	0.6369	0.0	0.704	nytimes	0.296	Where to stream some of the best movies of 2017 https://t.co/hY7iFrelhm	81
481	-0.4588	0.286	0.714	nytimes	0.0	With Alabama Senate Race Defined by Scandal, Policy Issues are Overlooked https://t.co/eUlitMvDoT	82
482	0.0	0.0	1.0	nytimes	0.0	A white couple adopted a black girl and then returned her for a white daughter. This is what happened when the 2 wo… https://t.co/QYsrMk1Tx4	83
483	-0.5423	0.22	0.78	nytimes	0.0	Trump views himself as a maligned outsider struggling to be taken seriously, according to interviews with 60 inside… https://t.co/fwpQ22EgpA	84
484	0.0	0.0	1.0	nytimes	0.0	Making a gingerbread house doesn't have to be daunting https://t.co/9x21yj82XL https://t.co/LZeSbX7Wqt	85
485	-0.3182	0.113	0.887	nytimes	0.0	What Trump’s decision to recognize Jerusalem as Israel’s capital means for the city, the conflict and the world https://t.co/rUS2YFE7at	86
486	0.0	0.0	1.0	nytimes	0.0	"Opinion: ""Bears Ears will always be Native land. But the protections President Trump is gutting are sorely needed."" https://t.co/uBsmdmL5hn"	87
487	0.2584	0.0	0.903	nytimes	0.097	"“Please do not shoot me"": Newly released body camera footage shows a police officer shooting an unarmed man in Ariz… https://t.co/pQV4G1yX4A"	88
488	-0.7845	0.331	0.669	nytimes	0.0	We're tracking the men who have been accused of sexual misconduct since the Weinstein scandal broke. Our list: https://t.co/wI0Fshg6vQ	89
489	0.4019	0.0	0.847	nytimes	0.153	For decades, there has always been a must-have holiday toy — and this year, it's the Fingerling… https://t.co/H6GoEkDoRG	90
490	0.0	0.0	1.0	nytimes	0.0	92 Somali citizens were flown out of the U.S. under orders of deportation, but their plane never made it to Somalia https://t.co/nhJtXcDrjG	91
491	0.5719	0.0	0.783	nytimes	0.217	Shohei Ohtani could become the first significant 2-way MLB player since Babe Ruth accomplished the feat a century a… https://t.co/R1ekKHYrbz	92
492	0.5574	0.0	0.783	nytimes	0.217	A military romance, with miles to go before they sleep under the same roof https://t.co/aYYKQPUTid	93
493	-0.1639	0.08	0.87	nytimes	0.05	"“Once they identified you as a girl they wanted to have sex with, they would hardly leave you alone a single day"" https://t.co/CJB9UosN4g"	94
494	0.5574	0.0	0.806	nytimes	0.194	RT @AKannapell: What We’re Reading: a rich range of recommendations via @AnnaDubenko @rodnordland @tripgabriel @Lyrichnyc @prashantrao @lia…	95
495	0.296	0.0	0.845	nytimes	0.155	Developers are creating what are essentially new buildings in old prewar shells https://t.co/del6qq8sXW	96
496	0.5106	0.0	0.852	nytimes	0.148	"Opinion: ""America, you’ve been had: ginseng and Jeju volcano water are not the whole story behind that flawless ski… https://t.co/Rs2M9vMnLI"	97
497	0.0	0.0	1.0	nytimes	0.0	Jerusalem is not just its postcard vistas. The day-in, day-out friction can be draining. https://t.co/qMaODJr6VZ	98
498	0.4404	0.0	0.868	nytimes	0.132	Some consumers are finding they can get a better deal on prescription drugs by leaving their insurance cards at home https://t.co/SwuD280Nua	99
499	0.1298	0.0	0.939	nytimes	0.061	In most places, a dollar is a dollar. But in the tax plan, the amount you make may be less important than how you m… https://t.co/qepokO3nqG	100
